epoch,train_loss,val_loss,train_r2,val_r2
1,0.020180300875966038,0.0058876750990748405,-4.617112159729004,-1.4774363040924072
2,0.004170715742345367,0.00216749485116452,-0.11644172668457031,0.030088961124420166
3,0.0028344079037196934,0.0008191312663257122,0.22313451766967773,0.5822876691818237
4,0.0017214807947831495,0.003918489441275597,0.5611952543258667,-0.5352338552474976
5,0.0019233732517542584,0.000704095495166257,0.5351672172546387,0.7033548355102539
6,0.0013202631546716606,0.0010501341639610473,0.6532810926437378,0.3562602400779724
7,0.001417339442663693,0.0014696844737045467,0.6279862523078918,0.19718199968338013
8,0.0016022288244650035,0.0009874021634459496,0.553187370300293,0.4725292921066284
9,0.001139746739811796,0.0011499894608277828,0.6822909116744995,0.4168664813041687
10,0.0008051746629332358,0.0007007793465163559,0.772553563117981,0.621996283531189
11,0.0014585328005653406,0.00040943222120404243,0.7356089949607849,0.7577196359634399
12,0.0018584904859640769,0.0006748498126398772,0.6138086915016174,0.6901620626449585
13,0.0011694213670645176,0.0012206799583509564,0.6727067232131958,0.4608393907546997
14,0.001426960196113214,0.0005091427592560649,0.6537911295890808,0.7085148096084595
15,0.0008288728755100497,0.0005158344865776598,0.7855591177940369,0.7427542209625244
16,0.000873669541241335,0.0004233407089486718,0.7772252559661865,0.8414778709411621
17,0.0009463450904669506,0.0012043482856824994,0.7743698358535767,0.4844069480895996
18,0.0010200102198203759,0.00026954701024806127,0.7572677731513977,0.8722670078277588
19,0.0011297007024820363,0.0014840556541457772,0.7112560868263245,0.343082070350647
20,0.0008457033337825644,0.0006746991857653484,0.7708269357681274,0.6363499760627747
21,0.0007428869638325912,0.0004064533131895587,0.8081396818161011,0.7747135162353516
22,0.0009724689381463188,0.0005110184938530438,0.8160709738731384,0.7180124521255493
23,0.0018185066998869712,0.0006431121582863852,0.6883641481399536,0.6302082538604736
24,0.0010793144714885525,0.0009335557406302541,0.7912091612815857,0.6301278471946716
25,0.0007947203578493957,0.00048308375698979944,0.8231379985809326,0.8149096369743347
26,0.0008506203334296256,0.0010386508365627378,0.7611286044120789,0.6091272234916687
27,0.0021831119166953222,0.000984305253950879,0.620510458946228,0.5170434713363647
28,0.0007009407355716186,0.00045092872460372746,0.8585503101348877,0.785668134689331
29,0.00117066377424635,0.00047271935181925073,0.8015776872634888,0.7422909736633301
30,0.0005864750377700797,0.0008583028102293611,0.8472391963005066,0.5992393493652344
31,0.0005026704831314939,0.0004854726721532643,0.8626174330711365,0.7529435157775879
32,0.0005373241521218526,0.0006212666921783239,0.8559044003486633,0.7219851613044739
33,0.0009607705453942929,0.0003745259455172345,0.7727944850921631,0.8154067397117615
34,0.0007580393617640116,0.0004412114794831723,0.8213220834732056,0.8012125492095947
35,0.001045146379120914,0.00032122593984240666,0.8472636342048645,0.8393346667289734
36,0.0007927866328308093,0.0006504596385639161,0.8158568739891052,0.6975782513618469
37,0.0006349320465233177,0.00026001538208220154,0.8292789459228516,0.8577579855918884
38,0.0006249123252928257,0.000428701561759226,0.8319016695022583,0.8050656914710999
39,0.0007917019289119967,0.0004329076182330027,0.826739490032196,0.8069401979446411
40,0.0005033947693716202,0.0005952227802481502,0.8701873421669006,0.7128560543060303
41,0.0006522212518445615,0.001336463203188032,0.8579196333885193,0.41730552911758423
42,0.0007098213994010751,0.0005148907512193546,0.8132055997848511,0.7460574507713318
43,0.0009576187460749809,0.0007550626760348678,0.7932150363922119,0.6541390419006348
44,0.001258874881646729,0.0009497951250523329,0.685009241104126,0.5924636125564575
45,0.0009006811804803354,0.0007716520631220192,0.8158180713653564,0.6444241404533386
46,0.0005283443065958896,0.0015294690965674818,0.8609502911567688,0.3881051540374756
47,0.0005767921019079429,0.000598972910665907,0.8448192477226257,0.7046307325363159
48,0.0010559451392120017,0.0005527546454686671,0.7749685645103455,0.715685248374939
49,0.0006128044707501042,0.0006474671536125243,0.8411312103271484,0.673241913318634
50,0.0007600668676397097,0.0005706426600227132,0.8188400268554688,0.6947189569473267
51,0.0009971438724148487,0.0006882056768517941,0.851631760597229,0.695659875869751
52,0.0005156606868175524,0.0006022073503118008,0.8785408735275269,0.7518571019172668
53,0.0005513521942443081,0.0007191970944404602,0.8690166473388672,0.6970319747924805
54,0.0006828241353754752,0.0006216045003384352,0.8281364440917969,0.7270368337631226
55,0.000589236434149955,0.0005228621157584712,0.8658503890037537,0.7300843000411987
56,0.0007271484563326729,0.0009409096674062312,0.8273683786392212,0.6125222444534302
57,0.00043625027241692545,0.0005454089550767094,0.8768085837364197,0.741850733757019
