leaf_id;vndvi;mgrvi;vari
000;0.15494568645954132;0.28918230533599854;0.21823687851428986
001;0.18396493792533875;0.3344579041004181;-3145.04638671875
002;0.21245332062244415;0.3733177185058594;24031.61328125
003;0.2180396467447281;0.3864070177078247;0.25583451986312866
004;0.15271906554698944;0.26565539836883545;0.15431685745716095
005;0.14016646146774292;0.2626747786998749;0.20517967641353607
006;0.2644449472427368;0.43989434838294983;0.3603425920009613
007;0.20614509284496307;0.36251571774482727;-30508.73828125
008;0.29431694746017456;0.47874608635902405;-12165.8818359375
009;0.32168692350387573;0.4995913505554199;-31635.224609375
010;0.26768121123313904;0.4305611550807953;0.3625229597091675
011;0.2468971610069275;0.41547366976737976;-39673.4140625
012;0.2807568907737732;0.4621115028858185;0.3665105998516083
013;0.21343927085399628;0.3695305585861206;0.2443787008523941
014;0.3131580352783203;0.5042917132377625;0.3982710838317871
015;0.28367990255355835;0.47257184982299805;13335.958984375
016;0.2561008334159851;0.42016318440437317;0.4884783923625946
017;0.2687097191810608;0.4454878866672516;0.28758493065834045
018;0.27801400423049927;0.4381450116634369;0.3956679403781891
019;0.30870145559310913;0.47639304399490356;0.42808768153190613
020;0.21097871661186218;0.37008535861968994;0.2796798646450043
021;0.25238391757011414;0.4243597984313965;-110579.734375
022;0.3326539993286133;0.5219735503196716;0.4311182200908661
023;0.24592140316963196;0.41594719886779785;51173.8203125
024;0.31342434883117676;0.4875052273273468;0.3630405366420746
025;0.2933533489704132;0.4738141596317291;0.3312445878982544
026;0.2595391571521759;0.415781706571579;0.3605424463748932
027;0.24823744595050812;0.41148024797439575;7311.2119140625
028;0.28743475675582886;0.4502197504043579;21656.333984375
029;0.3281472325325012;0.5214473009109497;-89146.5078125
030;0.2706679701805115;0.4302266240119934;0.3843678832054138
031;0.2518792450428009;0.4135320484638214;5248.623046875
032;0.2830545902252197;0.45515304803848267;0.4451051354408264
033;0.24915385246276855;0.4265563488006592;0.32993975281715393
034;0.28959766030311584;0.4642288088798523;0.38459882140159607
035;0.2563912570476532;0.4192964732646942;0.3417966365814209
036;0.3014414608478546;0.480552613735199;0.362163782119751
037;0.167952299118042;0.3104977607727051;-67146.7890625
038;0.23115380108356476;0.3770822584629059;-18123.890625
039;0.2603759169578552;0.43091145157814026;0.3505079746246338
040;0.19990946352481842;0.347989559173584;-28088.87109375
041;0.29979923367500305;0.4837639033794403;16946.880859375
042;0.2680513262748718;0.42340296506881714;-13133.69140625
043;0.22746023535728455;0.3934037387371063;0.2931065261363983
044;0.22398501634597778;0.3751716911792755;4832.75439453125
045;0.20327691733837128;0.3458420932292938;0.2656634449958801
046;0.2486622929573059;0.4219185709953308;-15999.2275390625
047;0.24993272125720978;0.4154263734817505;0.2360159307718277
048;0.27942994236946106;0.4445422887802124;-64201.34765625
049;0.32438623905181885;0.5060346722602844;46536.80859375
050;0.3035338222980499;0.48019593954086304;0.3518882393836975
051;0.18389464914798737;0.32335054874420166;-23783.822265625
052;0.30261939764022827;0.485984206199646;0.32664984464645386
053;0.26416826248168945;0.4466840922832489;0.3669738173484802
054;0.28740617632865906;0.45368698239326477;-6478.96826171875
055;0.25164490938186646;0.423502653837204;0.3719249665737152
056;0.19293759763240814;0.3407329022884369;6785.69091796875
057;0.2830287218093872;0.44859179854393005;0.3732019364833832
058;0.24222548305988312;0.39186984300613403;9979.9072265625
059;0.22474515438079834;0.38335683941841125;0.33266308903694153
060;0.2125834822654724;0.3791557252407074;13432.13671875
061;0.22175662219524384;0.3857768774032593;0.2127985656261444
062;0.31442558765411377;0.4881104528903961;0.38815075159072876
063;0.3076941967010498;0.5036020278930664;18643.599609375
064;0.26505202054977417;0.43323856592178345;0.32075926661491394
065;0.24085013568401337;0.41552335023880005;0.33957424759864807
066;0.21074002981185913;0.36395636200904846;0.2555234134197235
067;0.3344593048095703;0.5109672546386719;0.40150386095046997
068;0.27916857600212097;0.4577955901622772;0.35743248462677
069;0.2662755250930786;0.44726160168647766;0.4348374605178833
070;0.26012352108955383;0.43502476811408997;49168.265625
071;0.2791321873664856;0.463275671005249;0.35053619742393494
072;0.23862676322460175;0.4014415144920349;-19709.857421875
073;0.3105054199695587;0.4944089651107788;0.385231077671051
074;0.28827938437461853;0.4690451920032501;-33885.07421875
075;0.24613578617572784;0.4125537574291229;-59929.51953125
076;0.2811741530895233;0.4561169743537903;0.38240230083465576
077;0.20769670605659485;0.3638531565666199;18796.46875
078;0.2582204341888428;0.42783764004707336;0.32569873332977295
079;0.2286536544561386;0.4003485441207886;0.1818433254957199
080;0.20288163423538208;0.3477790355682373;0.28578275442123413
081;0.30135050415992737;0.468562513589859;0.4508323073387146
082;0.28955909609794617;0.4511740207672119;-35447.84375
083;0.2710736393928528;0.4438413977622986;0.4331820011138916
084;0.24957755208015442;0.41641363501548767;13746.673828125
085;0.2588820159435272;0.43140918016433716;-4528.427734375
086;0.15910932421684265;0.2938942015171051;0.17770573496818542
087;0.20758333802223206;0.36162877082824707;0.2710184156894684
088;0.28540584444999695;0.46457260847091675;-27136.63671875
089;0.3585568070411682;0.5600611567497253;14803.2890625
090;0.31908223032951355;0.485402375459671;0.4299492835998535
091;0.20628748834133148;0.3615264892578125;0.19055546820163727
092;0.12647585570812225;0.23687732219696045;-28568.36328125
093;0.20173536241054535;0.35625845193862915;0.28547701239585876
094;0.2698746621608734;0.4406897723674774;0.2692066431045532
095;0.27394410967826843;0.444261759519577;0.30608460307121277
096;0.23296768963336945;0.3999447524547577;-95653.1796875
097;0.22940252721309662;0.3890852928161621;0.3197128176689148
098;0.2640819847583771;0.4339805543422699;0.37568533420562744
099;0.28924545645713806;0.4686582386493683;27654.384765625
100;0.22169086337089539;0.3749461770057678;-18540.92578125
101;0.24518367648124695;0.3994982838630676;-8110.654296875
102;0.29518941044807434;0.46623703837394714;-15404.8603515625
103;0.15341849625110626;0.2829323410987854;0.24780535697937012
